feature,src_lang,tgt_lang,connection,dep_model,ml_model,val,Dep Parse
lex_len,it,en,residual,stanza,xlmr-base,High,0.0028339805321064837
lex_len,it,en,residual,stanza,xlmr-base,Low,0.0019416082802693468
lex_len,it,en,residual,stanza,xlmr-base,Medium,0.005427679553013376
dep_len,it,en,residual,stanza,xlmr-base,High,0.003317134343383543
dep_len,it,en,residual,stanza,xlmr-base,Medium,-0.001178698260393185
dep_len,it,en,residual,stanza,xlmr-base,Low,0.003329143922409017
sent_len,it,en,residual,trankit,mbert-base,Medium,0.003434002050563767
sent_len,it,en,residual,trankit,mbert-base,Low,0.003844810467851456
sent_len,it,en,residual,trankit,mbert-base,High,0.0014673206355833024
lex_len,it,en,residual,trankit,mbert-base,High,0.0030827724148728697
lex_len,it,en,residual,trankit,mbert-base,Low,0.0030242562916159565
lex_len,it,en,residual,trankit,mbert-base,Medium,0.0022310135887908533
dep_len,it,en,residual,trankit,mbert-base,High,0.0031429359280295
dep_len,it,en,residual,trankit,mbert-base,Medium,-0.0015500437004677403
dep_len,it,en,residual,trankit,mbert-base,Low,0.0030563135275383235
sent_len,it,en,residual,trankit,xlmr-base,Low,0.0033918263105828794
sent_len,it,en,residual,trankit,xlmr-base,Medium,0.003189363420822877
sent_len,it,en,residual,trankit,xlmr-base,High,0.000552657352048791
lex_len,it,en,residual,trankit,xlmr-base,High,0.0030956963467787535
lex_len,it,en,residual,trankit,xlmr-base,Low,0.0027013157272867128
lex_len,it,en,residual,trankit,xlmr-base,Medium,0.001474026901759018
dep_len,it,en,residual,trankit,xlmr-base,High,0.0029498006473170912
dep_len,it,en,residual,trankit,xlmr-base,Medium,-0.0014902393302104189
dep_len,it,en,residual,trankit,xlmr-base,Low,0.0027677625324509236
sent_len,it,es,residual,stanza,mbert-base,Medium,0.0004518328281989392
sent_len,it,es,residual,stanza,mbert-base,Low,0.004387783041796101
sent_len,it,es,residual,stanza,mbert-base,High,0.00247444912623207
lex_len,it,es,residual,stanza,mbert-base,High,0.0033705648433676183
lex_len,it,es,residual,stanza,mbert-base,Low,0.0030619885029694593
lex_len,it,es,residual,stanza,mbert-base,Medium,0.0003321066942338913
dep_len,it,es,residual,stanza,mbert-base,High,0.002705957632005762
dep_len,it,es,residual,stanza,mbert-base,Medium,-0.0015828431947453314
dep_len,it,es,residual,stanza,mbert-base,Low,0.0030546015071976074
sent_len,it,es,residual,stanza,xlmr-base,Medium,0.0031918266117634264
sent_len,it,es,residual,stanza,xlmr-base,Low,0.0036406329521504466
sent_len,it,es,residual,stanza,xlmr-base,High,0.0014236483405380973
lex_len,it,es,residual,stanza,xlmr-base,High,0.0020640323089400336
lex_len,it,es,residual,stanza,xlmr-base,Low,0.0031506173839884744
lex_len,it,es,residual,stanza,xlmr-base,Medium,0.0028368025208167502
dep_len,it,es,residual,stanza,xlmr-base,High,0.002521997826297362
dep_len,it,es,residual,stanza,xlmr-base,Medium,-0.0017947405938700811
dep_len,it,es,residual,stanza,xlmr-base,Low,0.0034482451875091913
sent_len,it,es,residual,trankit,mbert-base,Medium,0.00026294119186287546
sent_len,it,es,residual,trankit,mbert-base,Low,0.0038758923730239925
sent_len,it,es,residual,trankit,mbert-base,High,0.0024951431457018725
lex_len,it,es,residual,trankit,mbert-base,High,0.0024273795201956716
lex_len,it,es,residual,trankit,mbert-base,Low,0.0033409700772131234
lex_len,it,es,residual,trankit,mbert-base,Medium,0.002670340172173713
dep_len,it,es,residual,trankit,mbert-base,High,0.002483710772107406
dep_len,it,es,residual,trankit,mbert-base,Medium,-0.001956251615651383
dep_len,it,es,residual,trankit,mbert-base,Low,0.0034928170776512557
sent_len,it,es,residual,trankit,xlmr-base,Medium,0.0013481053913624308
sent_len,it,es,residual,trankit,xlmr-base,Low,0.004449584176477894
sent_len,it,es,residual,trankit,xlmr-base,High,0.0016281849432102646
lex_len,it,es,residual,trankit,xlmr-base,High,0.0024209696813058956
lex_len,it,es,residual,trankit,xlmr-base,Low,0.002849930723136773
lex_len,it,es,residual,trankit,xlmr-base,Medium,0.0018825604533221352
dep_len,it,es,residual,trankit,xlmr-base,High,0.0022870415493583263
dep_len,it,es,residual,trankit,xlmr-base,Medium,-0.0022617832535523075
dep_len,it,es,residual,trankit,xlmr-base,Low,0.003611712292613811
sent_len,it,fr,residual,stanza,mbert-base,High,0.001616595330658166
sent_len,it,fr,residual,stanza,mbert-base,Medium,-0.0016154518490663072
sent_len,it,fr,residual,stanza,mbert-base,Low,0.014620971045612219
lex_len,it,fr,residual,stanza,mbert-base,High,0.0025228782376394143
lex_len,it,fr,residual,stanza,mbert-base,Low,0.002887192646058967
lex_len,it,fr,residual,stanza,mbert-base,Medium,0.0014093861161390553
dep_len,it,fr,residual,stanza,mbert-base,High,0.0023741437739684956
dep_len,it,fr,residual,stanza,mbert-base,Medium,-0.0018570983792083329
dep_len,it,fr,residual,stanza,mbert-base,Low,0.003493129065951228
sent_len,it,fr,residual,stanza,xlmr-base,Medium,-8.224714505011832e-06
sent_len,it,fr,residual,stanza,xlmr-base,Low,0.008656590112285256
sent_len,it,fr,residual,stanza,xlmr-base,High,0.001404459194631058
lex_len,it,fr,residual,stanza,xlmr-base,High,0.0022485092459875178
lex_len,it,fr,residual,stanza,xlmr-base,Low,0.0035304599271926973
lex_len,it,fr,residual,stanza,xlmr-base,Medium,0.001859123909365712
dep_len,it,fr,residual,stanza,xlmr-base,High,0.0023372863349379047
dep_len,it,fr,residual,stanza,xlmr-base,Medium,-0.0015702358333525845
dep_len,it,fr,residual,stanza,xlmr-base,Low,0.003535493123024591
sent_len,it,fr,residual,trankit,mbert-base,High,0.0014339752984546816
sent_len,it,fr,residual,trankit,mbert-base,Medium,0.0001956814014093533
sent_len,it,fr,residual,trankit,mbert-base,Low,0.011529747206333929
lex_len,it,fr,residual,trankit,mbert-base,High,0.0026219143394953237
lex_len,it,fr,residual,trankit,mbert-base,Low,0.0034416710105954484
lex_len,it,fr,residual,trankit,mbert-base,Medium,-0.00040737970821791425
dep_len,it,fr,residual,trankit,mbert-base,High,0.002285823256685915
dep_len,it,fr,residual,trankit,mbert-base,Medium,-0.001303276334325587
dep_len,it,fr,residual,trankit,mbert-base,Low,0.003282288143190426
sent_len,it,fr,residual,trankit,xlmr-base,High,0.0017815487499970306
sent_len,it,fr,residual,trankit,xlmr-base,Medium,-0.002004031114076099
sent_len,it,fr,residual,trankit,xlmr-base,Low,0.01564506376714425
lex_len,it,fr,residual,trankit,xlmr-base,High,0.0026420394669692815
lex_len,it,fr,residual,trankit,xlmr-base,Low,0.0038431993766621098
lex_len,it,fr,residual,trankit,xlmr-base,Medium,-0.0006288842919500715
dep_len,it,fr,residual,trankit,xlmr-base,High,0.0024240608227591443
dep_len,it,fr,residual,trankit,xlmr-base,Medium,-0.0011410233611980347
dep_len,it,fr,residual,trankit,xlmr-base,Low,0.003608188672892143
sent_len,it,it,residual,stanza,mbert-base,High,0.001524892056856908
sent_len,it,it,residual,stanza,mbert-base,Medium,0.00016547897654761723
sent_len,it,it,residual,stanza,mbert-base,Low,0.01664692740362539
lex_len,it,it,residual,stanza,mbert-base,High,0.0024134182231664303
lex_len,it,it,residual,stanza,mbert-base,Medium,0.0033788859303539587
lex_len,it,it,residual,stanza,mbert-base,Low,0.005850824255690723
dep_len,it,it,residual,stanza,mbert-base,High,0.001910699578052677
dep_len,it,it,residual,stanza,mbert-base,Medium,0.0026733540380404763
dep_len,it,it,residual,stanza,mbert-base,Low,0.0013176462155893853
sent_len,it,it,residual,stanza,xlmr-base,High,0.001827439820266008
sent_len,it,it,residual,stanza,xlmr-base,Medium,-0.0023575764197288906
sent_len,it,it,residual,stanza,xlmr-base,Low,0.013686229508962366
lex_len,it,it,residual,stanza,xlmr-base,High,0.002497495571788244
lex_len,it,it,residual,stanza,xlmr-base,Medium,0.0034127100465208837
lex_len,it,it,residual,stanza,xlmr-base,Low,0.0027743308476152473
dep_len,it,it,residual,stanza,xlmr-base,High,0.001986650827797587
dep_len,it,it,residual,stanza,xlmr-base,Medium,0.0030016828582146715
dep_len,it,it,residual,stanza,xlmr-base,Low,0.0015531650285767196
sent_len,it,it,residual,trankit,mbert-base,High,0.001282471043999922
sent_len,it,it,residual,trankit,mbert-base,Medium,0.006159012032739053
sent_len,it,it,residual,trankit,mbert-base,Low,0.015196382044911916
lex_len,it,it,residual,trankit,mbert-base,High,0.0019165276465270553
lex_len,it,it,residual,trankit,mbert-base,Medium,0.003174159274622279
lex_len,it,it,residual,trankit,mbert-base,Low,0.0053699122392704135
dep_len,it,it,residual,trankit,mbert-base,High,0.0020079288499375014
dep_len,it,it,residual,trankit,mbert-base,Medium,0.002895169454263824
dep_len,it,it,residual,trankit,mbert-base,Low,0.0014181303014020319
sent_len,it,it,residual,trankit,xlmr-base,High,0.0017315832622855076
sent_len,it,it,residual,trankit,xlmr-base,Medium,0.0004539213889429572
sent_len,it,it,residual,trankit,xlmr-base,Low,0.01563795432711812
lex_len,it,it,residual,trankit,xlmr-base,High,0.0019014780634538653
lex_len,it,it,residual,trankit,xlmr-base,Medium,0.0034954452956194038
lex_len,it,it,residual,trankit,xlmr-base,Low,0.005608853666648761
dep_len,it,it,residual,trankit,xlmr-base,High,0.002008482185069882
dep_len,it,it,residual,trankit,xlmr-base,Medium,0.002747001446042119
dep_len,it,it,residual,trankit,xlmr-base,Low,0.0016565019907724965
sent_len,it,de,residual,stanza,mbert-base,Medium,0.0015205838695353524
sent_len,it,de,residual,stanza,mbert-base,Low,0.0036817221504029662
sent_len,it,de,residual,stanza,mbert-base,High,0.0021299047946502503
lex_len,it,de,residual,stanza,mbert-base,High,0.002759484236829257
lex_len,it,de,residual,stanza,mbert-base,Low,0.0035395225396122054
lex_len,it,de,residual,stanza,mbert-base,Medium,0.0009893792449375827
dep_len,it,de,residual,stanza,mbert-base,High,0.002426811820787078
dep_len,it,de,residual,stanza,mbert-base,Medium,-0.0010250444313576468
dep_len,it,de,residual,stanza,mbert-base,Low,0.00327747611014495
sent_len,it,de,residual,stanza,xlmr-base,Medium,1.726679767344308e-05
sent_len,it,de,residual,stanza,xlmr-base,Low,0.004385331269906589
sent_len,it,de,residual,stanza,xlmr-base,High,0.0027313994281792375
lex_len,it,de,residual,stanza,xlmr-base,High,0.002062570346834658
lex_len,it,de,residual,stanza,xlmr-base,Low,0.002163069400481943
lex_len,it,de,residual,stanza,xlmr-base,Medium,0.0053871140922745475
dep_len,it,de,residual,stanza,xlmr-base,High,0.0027538907533144474
dep_len,it,de,residual,stanza,xlmr-base,Medium,-0.0009297171081279476
dep_len,it,de,residual,stanza,xlmr-base,Low,0.0034487599319348305
sent_len,it,de,residual,trankit,mbert-base,Medium,0.002454508985267223
sent_len,it,de,residual,trankit,mbert-base,Low,0.0034069165130390378
sent_len,it,de,residual,trankit,mbert-base,High,0.002138670738067283
lex_len,it,de,residual,trankit,mbert-base,High,0.002685708137298848
lex_len,it,de,residual,trankit,mbert-base,Low,0.003414896303761461
lex_len,it,de,residual,trankit,mbert-base,Medium,0.0020796102539282213
dep_len,it,de,residual,trankit,mbert-base,High,0.002812988351987511
dep_len,it,de,residual,trankit,mbert-base,Medium,-0.0010605598511826964
dep_len,it,de,residual,trankit,mbert-base,Low,0.0030093228274343797
sent_len,it,de,residual,trankit,xlmr-base,Medium,-0.000284374575775459
sent_len,it,de,residual,trankit,xlmr-base,Low,0.004199238653172621
sent_len,it,de,residual,trankit,xlmr-base,High,0.0030067408456458944
lex_len,it,de,residual,trankit,xlmr-base,High,0.003750616084049918
lex_len,it,de,residual,trankit,xlmr-base,Low,0.003714582550269907
lex_len,it,de,residual,trankit,xlmr-base,Medium,0.0010516434453113899
dep_len,it,de,residual,trankit,xlmr-base,High,0.003409871473432191
dep_len,it,de,residual,trankit,xlmr-base,Medium,-0.0004893226162507869
dep_len,it,de,residual,trankit,xlmr-base,Low,0.002943861436288664
sent_len,it,ar,residual,stanza,mbert-base,Medium,0.0022766800408535737
sent_len,it,ar,residual,stanza,mbert-base,Low,0.004424356741380753
sent_len,it,ar,residual,stanza,mbert-base,High,0.0020727697663295297
lex_len,it,ar,residual,stanza,mbert-base,High,0.0024945986848110557
lex_len,it,ar,residual,stanza,mbert-base,Low,0.0017294752641060507
lex_len,it,ar,residual,stanza,mbert-base,Medium,0.005391918291333564
dep_len,it,ar,residual,stanza,mbert-base,High,0.0032337762418311877
dep_len,it,ar,residual,stanza,mbert-base,Medium,-0.0005818458037706309
dep_len,it,ar,residual,stanza,mbert-base,Low,0.002996387636939879
sent_len,it,ar,residual,stanza,xlmr-base,Medium,-0.0005433235466602016
sent_len,it,ar,residual,stanza,xlmr-base,Low,0.004811386452028499
sent_len,it,ar,residual,stanza,xlmr-base,High,0.002727405102402658
lex_len,it,ar,residual,stanza,xlmr-base,High,0.0026571536670236817
lex_len,it,ar,residual,stanza,xlmr-base,Low,0.0035148993213963697
lex_len,it,ar,residual,stanza,xlmr-base,Medium,0.0036574339046663296
dep_len,it,ar,residual,stanza,xlmr-base,High,0.0031830038044403652
dep_len,it,ar,residual,stanza,xlmr-base,Medium,-0.0004910231501913387
dep_len,it,ar,residual,stanza,xlmr-base,Low,0.003325916076082125
sent_len,it,ar,residual,trankit,mbert-base,Medium,0.0010403292178696733
sent_len,it,ar,residual,trankit,mbert-base,Low,0.004371333884890305
sent_len,it,ar,residual,trankit,mbert-base,High,0.00258091359474244
lex_len,it,ar,residual,trankit,mbert-base,High,0.003419757046675187
lex_len,it,ar,residual,trankit,mbert-base,Low,0.003470241838660293
lex_len,it,ar,residual,trankit,mbert-base,Medium,0.0012616083748164808
dep_len,it,ar,residual,trankit,mbert-base,High,0.0031688921667760717
dep_len,it,ar,residual,trankit,mbert-base,Medium,-0.0006256364515557777
dep_len,it,ar,residual,trankit,mbert-base,Low,0.003344813010498271
sent_len,it,ar,residual,trankit,xlmr-base,Medium,0.0006488748200745853
sent_len,it,ar,residual,trankit,xlmr-base,Low,0.007027443261517274
sent_len,it,ar,residual,trankit,xlmr-base,High,0.002351666420788656
lex_len,it,ar,residual,trankit,xlmr-base,High,0.003461561204066599
lex_len,it,ar,residual,trankit,xlmr-base,Low,0.0035346102327711293
lex_len,it,ar,residual,trankit,xlmr-base,Medium,-0.0005397465160374981
dep_len,it,ar,residual,trankit,xlmr-base,High,0.003267290278577528
dep_len,it,ar,residual,trankit,xlmr-base,Medium,-0.0007499608261154478
dep_len,it,ar,residual,trankit,xlmr-base,Low,0.003388869166989661
sent_len,it,zh,residual,stanza,mbert-base,Medium,0.003273054326582314
sent_len,it,zh,residual,stanza,mbert-base,Low,0.003900560216877902
sent_len,it,zh,residual,stanza,mbert-base,High,0.001902287632134958
lex_len,it,zh,residual,stanza,mbert-base,High,0.002363044442712181
lex_len,it,zh,residual,stanza,mbert-base,Low,0.0020021555062508245
lex_len,it,zh,residual,stanza,mbert-base,Medium,0.005742744456270099
dep_len,it,zh,residual,stanza,mbert-base,High,0.0019061865782867837
dep_len,it,zh,residual,stanza,mbert-base,Medium,0.0011058222606805668
dep_len,it,zh,residual,stanza,mbert-base,Low,0.0035085858702770256
sent_len,it,zh,residual,stanza,xlmr-base,Medium,-0.0002939204840401999
sent_len,it,zh,residual,stanza,xlmr-base,Low,0.004851739421635193
sent_len,it,zh,residual,stanza,xlmr-base,High,0.0022007669567641885
lex_len,it,zh,residual,stanza,xlmr-base,High,0.0026846885025852973
lex_len,it,zh,residual,stanza,xlmr-base,Low,0.003478419011836653
lex_len,it,zh,residual,stanza,xlmr-base,Medium,0.0025945251643963996
dep_len,it,zh,residual,stanza,xlmr-base,High,0.0019461562726688086
dep_len,it,zh,residual,stanza,xlmr-base,Medium,0.0011788975452446948
dep_len,it,zh,residual,stanza,xlmr-base,Low,0.0033721570400599976
sent_len,it,zh,residual,trankit,mbert-base,Medium,0.0009197670868309471
sent_len,it,zh,residual,trankit,mbert-base,Low,0.004592743527509269
sent_len,it,zh,residual,trankit,mbert-base,High,0.00232807625580167
lex_len,it,zh,residual,trankit,mbert-base,High,0.0036853245032683057
lex_len,it,zh,residual,trankit,mbert-base,Low,0.003625489268937132
lex_len,it,zh,residual,trankit,mbert-base,Medium,0.0007186466876463182
dep_len,it,zh,residual,trankit,mbert-base,High,0.0029382647751557966
dep_len,it,zh,residual,trankit,mbert-base,Medium,-0.00045517838510800157
dep_len,it,zh,residual,trankit,mbert-base,Low,0.0034243662345693204
sent_len,it,zh,residual,trankit,xlmr-base,Medium,0.0014518621967790635
sent_len,it,zh,residual,trankit,xlmr-base,Low,0.008105979749546632
sent_len,it,zh,residual,trankit,xlmr-base,High,0.001672116585312522
lex_len,it,zh,residual,trankit,xlmr-base,High,0.003456553170916865
lex_len,it,zh,residual,trankit,xlmr-base,Medium,0.002238208668202679
lex_len,it,zh,residual,trankit,xlmr-base,Low,0.002468046116883671
dep_len,it,zh,residual,trankit,xlmr-base,High,0.003012339041605805
dep_len,it,zh,residual,trankit,xlmr-base,Medium,-0.0001039122393132752
dep_len,it,zh,residual,trankit,xlmr-base,Low,0.003361958831934131
sent_len,de,en,residual,stanza,mbert-base,Low,0.004723150069093407
sent_len,de,en,residual,stanza,mbert-base,Medium,0.00207198198769587
sent_len,de,en,residual,stanza,mbert-base,High,0.0009458845643232072
lex_len,de,en,residual,stanza,mbert-base,High,0.003640086480270255
lex_len,de,en,residual,stanza,mbert-base,Low,0.0015749408323123548
lex_len,de,en,residual,stanza,mbert-base,Medium,0.003832108839485371
dep_len,de,en,residual,stanza,mbert-base,High,0.0028981955771687495
dep_len,de,en,residual,stanza,mbert-base,Medium,-0.00023945121258428514
dep_len,de,en,residual,stanza,mbert-base,Low,0.0030502709416727614
sent_len,de,en,residual,stanza,xlmr-base,Low,0.0028094365825165335
sent_len,de,en,residual,stanza,xlmr-base,Medium,0.004519417158667105
sent_len,de,en,residual,stanza,xlmr-base,High,0.00037908459047408805
lex_len,de,en,residual,stanza,xlmr-base,High,0.002481530599151349
lex_len,de,en,residual,stanza,xlmr-base,Low,0.0015255641954808885
lex_len,de,en,residual,stanza,xlmr-base,Medium,0.005666845106335305
dep_len,de,en,residual,stanza,xlmr-base,High,0.002882757142680492
dep_len,de,en,residual,stanza,xlmr-base,Medium,-0.0006239879509136737
dep_len,de,en,residual,stanza,xlmr-base,Low,0.00285840297101414
sent_len,de,en,residual,trankit,mbert-base,Medium,0.003802764398476155
sent_len,de,en,residual,trankit,mbert-base,Low,0.0033946663132797816
sent_len,de,en,residual,trankit,mbert-base,High,0.00044993039023943915
lex_len,de,en,residual,trankit,mbert-base,High,0.0029515396769552726
lex_len,de,en,residual,trankit,mbert-base,Low,0.0028614428545532533
lex_len,de,en,residual,trankit,mbert-base,Medium,0.00249020354614804
dep_len,de,en,residual,trankit,mbert-base,High,0.002902060274784235
dep_len,de,en,residual,trankit,mbert-base,Medium,-0.0007462124931226777
dep_len,de,en,residual,trankit,mbert-base,Low,0.0026332854267652195
sent_len,de,en,residual,trankit,xlmr-base,Low,0.0034217835995310475
sent_len,de,en,residual,trankit,xlmr-base,Medium,0.00321599654618121
sent_len,de,en,residual,trankit,xlmr-base,High,0.0003331399935462276
lex_len,de,en,residual,trankit,xlmr-base,High,0.003354426551348877
lex_len,de,en,residual,trankit,xlmr-base,Low,0.0026112365107033852
lex_len,de,en,residual,trankit,xlmr-base,Medium,0.0018062222334810363
dep_len,de,en,residual,trankit,xlmr-base,High,0.0030041711041255414
dep_len,de,en,residual,trankit,xlmr-base,Medium,-0.0006590066559103436
dep_len,de,en,residual,trankit,xlmr-base,Low,0.002648978352928655
sent_len,de,es,residual,stanza,mbert-base,Medium,-0.0001134496814010344
sent_len,de,es,residual,stanza,mbert-base,Low,0.004104082269605125
sent_len,de,es,residual,stanza,mbert-base,High,0.002317109385865712
lex_len,de,es,residual,stanza,mbert-base,High,0.0036323928900827696
lex_len,de,es,residual,stanza,mbert-base,Low,0.0025772799032676152
lex_len,de,es,residual,stanza,mbert-base,Medium,0.000552370709753558
dep_len,de,es,residual,stanza,mbert-base,High,0.002935968380742171
dep_len,de,es,residual,stanza,mbert-base,Medium,-0.0009081011681482121
dep_len,de,es,residual,stanza,mbert-base,Low,0.0025292404268022484
sent_len,de,es,residual,stanza,xlmr-base,Medium,0.0025928467898428398
sent_len,de,es,residual,stanza,xlmr-base,Low,0.003535856640810131
sent_len,de,es,residual,stanza,xlmr-base,High,0.0017178657859470148
lex_len,de,es,residual,stanza,xlmr-base,High,0.002824090710768168
lex_len,de,es,residual,stanza,xlmr-base,Low,0.002670453632906855
lex_len,de,es,residual,stanza,xlmr-base,Medium,0.002915889479313871
dep_len,de,es,residual,stanza,xlmr-base,High,0.0031557245867491757
dep_len,de,es,residual,stanza,xlmr-base,Medium,-0.0006856012223777075
dep_len,de,es,residual,stanza,xlmr-base,Low,0.0027454395136286003
sent_len,de,es,residual,trankit,mbert-base,Medium,0.0001748678820028271
sent_len,de,es,residual,trankit,mbert-base,Low,0.0037252919660585304
sent_len,de,es,residual,trankit,mbert-base,High,0.002476050875238389
lex_len,de,es,residual,trankit,mbert-base,High,0.003100285746241438
lex_len,de,es,residual,trankit,mbert-base,Low,0.002627296496299447
lex_len,de,es,residual,trankit,mbert-base,Medium,0.0025278972313760306
dep_len,de,es,residual,trankit,mbert-base,High,0.003092369678393214
dep_len,de,es,residual,trankit,mbert-base,Medium,-0.0008198376230887927
dep_len,de,es,residual,trankit,mbert-base,Low,0.002672564303182967
sent_len,de,es,residual,trankit,xlmr-base,Medium,0.0011819569590381107
sent_len,de,es,residual,trankit,xlmr-base,Low,0.0035768060237432175
sent_len,de,es,residual,trankit,xlmr-base,High,0.002461931403996531
lex_len,de,es,residual,trankit,xlmr-base,High,0.0033440102751574052
lex_len,de,es,residual,trankit,xlmr-base,Low,0.0023920427893332485
lex_len,de,es,residual,trankit,xlmr-base,Medium,0.002085585061106343
dep_len,de,es,residual,trankit,xlmr-base,High,0.003164581118993981
dep_len,de,es,residual,trankit,xlmr-base,Medium,-0.0008646780027862233
dep_len,de,es,residual,trankit,xlmr-base,Low,0.002881336761719311
sent_len,de,fr,residual,stanza,mbert-base,High,0.0018775451674918342
sent_len,de,fr,residual,stanza,mbert-base,Medium,-0.00230942389251243
sent_len,de,fr,residual,stanza,mbert-base,Low,0.015639429751011846
lex_len,de,fr,residual,stanza,mbert-base,High,0.0032543355949540276
lex_len,de,fr,residual,stanza,mbert-base,Low,0.0021384285486920618
lex_len,de,fr,residual,stanza,mbert-base,Medium,0.00135157820717835
dep_len,de,fr,residual,stanza,mbert-base,High,0.0031700855355557556
dep_len,de,fr,residual,stanza,mbert-base,Medium,-0.0010229501261708185
dep_len,de,fr,residual,stanza,mbert-base,Low,0.0026736159469302745
sent_len,de,fr,residual,stanza,xlmr-base,Medium,0.0006146914920327484
sent_len,de,fr,residual,stanza,xlmr-base,Low,0.006938593853630826
sent_len,de,fr,residual,stanza,xlmr-base,High,0.001974399229566104
lex_len,de,fr,residual,stanza,xlmr-base,High,0.0034714761705040287
lex_len,de,fr,residual,stanza,xlmr-base,Low,0.0020373429430148304
lex_len,de,fr,residual,stanza,xlmr-base,Medium,0.0013634490596554638
dep_len,de,fr,residual,stanza,xlmr-base,High,0.0034115000632256587
dep_len,de,fr,residual,stanza,xlmr-base,Medium,-0.0007301307361431419
dep_len,de,fr,residual,stanza,xlmr-base,Low,0.0024038820830099006
sent_len,de,fr,residual,trankit,mbert-base,High,0.0021167220298685674
sent_len,de,fr,residual,trankit,mbert-base,Medium,-0.0020635877214099096
sent_len,de,fr,residual,trankit,mbert-base,Low,0.01254975853495921
lex_len,de,fr,residual,trankit,mbert-base,High,0.003734358602092702
lex_len,de,fr,residual,trankit,mbert-base,Low,0.0013420942291534343
lex_len,de,fr,residual,trankit,mbert-base,Medium,-0.0011472009423457719
dep_len,de,fr,residual,trankit,mbert-base,High,0.00332750058001674
dep_len,de,fr,residual,trankit,mbert-base,Medium,-0.0005654892780964094
dep_len,de,fr,residual,trankit,mbert-base,Low,0.0021495231538239956
sent_len,de,fr,residual,trankit,xlmr-base,High,0.002311261567744638
sent_len,de,fr,residual,trankit,xlmr-base,Medium,-0.0025287318684545923
sent_len,de,fr,residual,trankit,xlmr-base,Low,0.013782162871745385
lex_len,de,fr,residual,trankit,xlmr-base,High,0.0038674647177004973
lex_len,de,fr,residual,trankit,xlmr-base,Low,0.0016912704056504246
lex_len,de,fr,residual,trankit,xlmr-base,Medium,-0.0006707503688092586
dep_len,de,fr,residual,trankit,xlmr-base,High,0.003547611295530162
dep_len,de,fr,residual,trankit,xlmr-base,Medium,-0.0001194224587056647
dep_len,de,fr,residual,trankit,xlmr-base,Low,0.0018786470878090489
sent_len,de,it,residual,stanza,mbert-base,High,0.0021431528356554708
sent_len,de,it,residual,stanza,mbert-base,Medium,-0.00155803431010626
sent_len,de,it,residual,stanza,mbert-base,Low,0.01577434272614775
lex_len,de,it,residual,stanza,mbert-base,High,0.0035959241400025377
lex_len,de,it,residual,stanza,mbert-base,Medium,0.001757158875262732
lex_len,de,it,residual,stanza,mbert-base,Low,0.003572709894676729
dep_len,de,it,residual,stanza,mbert-base,High,0.0029243771476884506
dep_len,de,it,residual,stanza,mbert-base,Medium,0.0009040708120563457
dep_len,de,it,residual,stanza,mbert-base,Low,0.0006404604818203152
sent_len,de,it,residual,stanza,xlmr-base,High,0.002271376240720935
sent_len,de,it,residual,stanza,xlmr-base,Medium,-0.0036801797188243945
sent_len,de,it,residual,stanza,xlmr-base,Low,0.014604045540965505
lex_len,de,it,residual,stanza,xlmr-base,High,0.0037408898696389414
lex_len,de,it,residual,stanza,xlmr-base,Medium,0.0009410432636836052
lex_len,de,it,residual,stanza,xlmr-base,Low,0.0012533029870357426
dep_len,de,it,residual,stanza,xlmr-base,High,0.003080870820566517
dep_len,de,it,residual,stanza,xlmr-base,Medium,0.0006971095233685443
dep_len,de,it,residual,stanza,xlmr-base,Low,0.001133215347674521
sent_len,de,it,residual,trankit,mbert-base,High,0.0018172729908786378
sent_len,de,it,residual,trankit,mbert-base,Medium,0.003983348387007535
sent_len,de,it,residual,trankit,mbert-base,Low,0.01514449281495911
lex_len,de,it,residual,trankit,mbert-base,High,0.0031594024481902405
lex_len,de,it,residual,trankit,mbert-base,Medium,0.0006199491570231253
lex_len,de,it,residual,trankit,mbert-base,Low,0.004164296437516701
dep_len,de,it,residual,trankit,mbert-base,High,0.003151537734231158
dep_len,de,it,residual,trankit,mbert-base,Medium,0.0004673535816254182
dep_len,de,it,residual,trankit,mbert-base,Low,0.0008604136521787042
sent_len,de,it,residual,trankit,xlmr-base,High,0.0023120242725787055
sent_len,de,it,residual,trankit,xlmr-base,Medium,-0.0011106508136207172
sent_len,de,it,residual,trankit,xlmr-base,Low,0.01300186738311715
lex_len,de,it,residual,trankit,xlmr-base,High,0.0032617307620046443
lex_len,de,it,residual,trankit,xlmr-base,Medium,0.0005211913562440662
lex_len,de,it,residual,trankit,xlmr-base,Low,0.004072949176219476
dep_len,de,it,residual,trankit,xlmr-base,High,0.003229238770853571
dep_len,de,it,residual,trankit,xlmr-base,Medium,0.0004380287688813267
dep_len,de,it,residual,trankit,xlmr-base,Low,0.0009106509855325573
sent_len,de,de,residual,stanza,mbert-base,Medium,0.0005389932263810682
sent_len,de,de,residual,stanza,mbert-base,Low,0.0027310734506399426
sent_len,de,de,residual,stanza,mbert-base,High,0.0029664804547892
lex_len,de,de,residual,stanza,mbert-base,High,0.004179646457320052
lex_len,de,de,residual,stanza,mbert-base,Low,0.0014981456030396245
lex_len,de,de,residual,stanza,mbert-base,Medium,0.0011584691357385823
dep_len,de,de,residual,stanza,mbert-base,High,0.004083856689073295
dep_len,de,de,residual,stanza,mbert-base,Medium,0.0002035973285130499
